	match_id	match_seq_num	patch	start_time	duration	game_mode	first_blood_time	barracks_status_dire	barracks_status_radiant	tower_status_dire	tower_status_radiant	dire_score	radiant_score	radiant_win	league_id	league_name	radiant_team_id	radiant_team_name	dire_team_id	dire_team_name
151	5974224431	5005825666	48	1619910931	2008	2	143	48	63	384	1974	28	33	True	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8180753.0	Arkosh Gaming	7101094.0	Wind and Rain
152	5974214140	5005818065	48	1619910065	2014	2	287	0	63	1536	1974	15	43	True	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8255756.0	SG esports	8118197.0	Infinity Esports
153	5974173761	5005786018	48	1619906951	2050	2	126	63	48	2038	256	27	18	False	13120	DPC Spring 21 Lower Division (NA) presented by BTS	7101094.0	Wind and Rain	8180753.0	Arkosh Gaming
154	5974171143	5005800129	48	1619906768	3283	2	59	1	63	0	1798	33	27	True	12986	Octaexon League - Season 4	8131728.0	Hokori	8205424.0	The Cut
155	5974158356	5005780899	48	1619906438	2060	2	136	63	48	1972	1536	29	16	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8118197.0	Infinity Esports	8255756.0	SG esports
156	5974110178	5005734147	48	1619902637	2085	2	164	63	32	1844	1536	35	18	False	12986	Octaexon League - Season 4	8081301.0	Typical NA 	8131728.0	Hokori
157	5974105900	5005721230	48	1619902625	1382	2	91	3	63	1542	1983	4	22	True	13114	DreamLeague Season 15 DPC Western Europe Upper Division	7554697.0	Nigma	8112124.0	Brame
158	5974058895	5005683776	48	1619899682	1631	2	90	3	63	1536	1975	15	27	True	12986	Octaexon League - Season 4	8131728.0	Hokori	8081301.0	Typical NA 
159	5974056246	5005676949	48	1619899789	1394	2	88	51	63	256	1983	7	22	True	13114	DreamLeague Season 15 DPC Western Europe Upper Division	7554697.0	Nigma	8112124.0	Brame
160	5973969195	5005631776	48	1619895332	2616	2	100	63	0	1958	1536	36	22	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	7554697.0	Nigma	8112124.0	Brame
161	5973831922	5005501051	48	1619889016	1814	2	436	13	63	1568	1855	10	27	True	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	8252786.0	Incubus Gaming	8254387.0	Crewmates
162	5973788395	5005477817	48	1619887501	2117	2	182	63	51	1972	260	31	8	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	8261818.0	Hellbear Smashers	2163.0	Team Liquid
163	5973711358	5005426055	48	1619884667	2566	2	140	48	63	256	1975	11	34	True	12873	Sazka eLEAGUE	7851888.0	CZC.eSuba	8310690.0	LIDOVEJ GAMING
164	5973709278	5005396659	48	1619884547	1417	2	0	63	63	2046	1830	30	9	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	8261818.0	Hellbear Smashers	2163.0	Team Liquid
165	5973702003	5005432763	48	1619884816	2395	2	377	0	15	1536	1542	23	26	True	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	8252786.0	Incubus Gaming	8254387.0	Crewmates
166	5973553535	5005326222	48	1619879562	2285	2	310	48	63	384	1975	13	27	True	12873	Sazka eLEAGUE	7731820.0	GoGame Dogs	8310690.0	LIDOVEJ GAMING
167	5973498596	5005256381	48	1619877472	2214	2	303	63	51	1574	260	27	16	False	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8390848.0	Chicken Fighters	6685591.0	ViKin.gg
168	5973427776	5005195464	48	1619874747	2118	2	186	50	63	1792	1847	5	27	True	12873	Sazka eLEAGUE	8262234.0	TeamYoung	7851888.0	CZC.eSuba
169	5973397071	5005171579	48	1619873713	1991	2	203	63	48	1974	1792	26	10	False	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8390848.0	Chicken Fighters	6685591.0	ViKin.gg
170	5973371562	5005161214	48	1619872746	2641	2	330	63	0	1974	512	16	12	False	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	2108395.0	TNC Predator	8214850.0	T1
171	5973322350	5005114974	48	1619870690	2228	2	180	48	63	1280	1574	21	36	True	12873	Sazka eLEAGUE	8262234.0	TeamYoung	7731820.0	GoGame Dogs
172	5973299656	5005090256	48	1619869395	2177	2	398	3	63	1536	1982	26	35	True	13102	MESA Pro Series #3	8169775.0	Lilgun 	8399501.0	draingang
173	5973281999	5005084926	48	1619868765	2419	2	244	63	63	1974	1828	33	16	False	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	2108395.0	TNC Predator	8214850.0	T1
174	5973234781	5005030817	48	1619866296	1581	2	230	63	48	1982	1792	21	8	False	13102	MESA Pro Series #3	8399501.0	draingang	8169775.0	Lilgun 
175	5973208315	5005032386	48	1619864991	2828	2	108	48	63	384	1830	29	32	True	12929	i-联赛	8204512.0	Elephant	4.0	EHOME
176	5973196588	5005022501	48	1619865072	2106	2	95	0	63	0	1982	9	26	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	2108395.0	TNC Predator	8214850.0	T1
177	5973152941	5004979031	48	1619862341	2249	2	146	3	63	1536	1983	17	53	True	13102	MESA Pro Series #3	8399521.0	Sable Hat	8336220.0	The Infinity Gauntlet
178	5973113050	5004955089	48	1619860425	2391	2	171	63	48	1956	1792	32	12	False	12929	i-联赛	4.0	EHOME	8204512.0	Elephant
179	5973112878	5004928714	48	1619860416	1160	2	2	51	63	1990	1975	11	26	True	12942	OEDL Fall Invitational	8273403.0	YES CHEF	8399169.0	SADBOYS2
180	5973101722	5004954462	48	1619860077	2759	2	109	3	63	1536	1958	26	32	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	8254145.0	Execration	8360138.0	OB.Neon
181	5973066314	5004921682	48	1619858209	2604	2	0	63	12	2038	32	43	18	False	13102	MESA Pro Series #3	8336220.0	The Infinity Gauntlet	8399521.0	Sable Hat
182	5973055992	5004894592	48	1619857924	1342	2	4	59	63	1796	1983	8	28	True	12942	OEDL Fall Invitational	8273403.0	YES CHEF	8399169.0	SADBOYS2
183	5973023984	5004885596	48	1619856466	2178	2	56	63	51	2038	1798	32	24	False	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	8360138.0	OB.Neon	8254145.0	Execration
184	5972981110	5004851582	48	1619854154	2339	2	213	63	0	2038	1536	28	16	False	13102	MESA Pro Series #3	8399521.0	Sable Hat	8336220.0	The Infinity Gauntlet
185	5972970190	5004832166	48	1619853626	1470	2	111	51	63	388	2047	17	32	True	12942	OEDL Fall Invitational	8261554.0	Army Geniuses	8273403.0	YES CHEF
186	5972931822	5004829430	48	1619852496	2584	2	207	48	63	1920	1974	20	33	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	8360138.0	OB.Neon	8254145.0	Execration
187	5972908855	5004789187	48	1619850705	1526	2	122	48	63	1536	1982	9	31	True	12942	OEDL Fall Invitational	7623629.0	ARMY GENIUSES	8273403.0	YES CHEF
188	5972818357	5004728608	48	1619845709	2189	2	0	63	0	1844	0	35	20	False	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8351014.0	South Built Esports	8261197.0	Motivate.Trust Gaming
189	5972747514	5004680340	48	1619841973	2158	2	267	0	63	1536	1846	20	34	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8261197.0	Motivate.Trust Gaming	8351014.0	South Built Esports
190	5972535842	5004510420	48	1619824524	2211	2	157	63	0	1958	512	32	28	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	7121518.0	Unknown Team	8131728.0	Hokori
191	5972483105	5004470678	48	1619820123	2687	2	131	0	15	0	1568	25	25	True	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8131728.0	Hokori	7121518.0	Unknown Team
192	5972425255	5004407572	48	1619816145	1514	2	9	63	63	1958	1983	16	26	True	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8254400.0	beastcoast	7391077.0	Thunder Predator
193	5972366137	5004363014	48	1619812728	1732	2	61	48	63	1792	1974	15	31	True	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8254400.0	beastcoast	7391077.0	Thunder Predator
194	5972283496	5004305820	48	1619809202	1728	2	265	62	63	1920	1975	18	37	True	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	7391077.0	Thunder Predator	8254400.0	beastcoast
195	5972152809	5004210264	48	1619803223	2528	2	192	56	51	1408	262	37	30	False	13116	ESL One DPC Eastern Europe Season 2 Upper Division	7118032.0	Winstrike Team	8310936.0	AS Monaco Gambit
196	5972144248	5004192057	48	1619802362	1963	2	222	63	0	2020	512	35	27	False	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	8186683.0	Latam Defenders	6767209.0	Inverse
197	5972022356	5004128955	48	1619798102	3384	2	197	1	63	0	1830	35	46	True	13116	ESL One DPC Eastern Europe Season 2 Upper Division	8310936.0	AS Monaco Gambit	7118032.0	Winstrike Team
198	5972018972	5004113935	48	1619798410	2076	2	111	63	0	1830	1536	30	17	False	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	8186683.0	Latam Defenders	6767209.0	Inverse
199	5971817349	5003937299	48	1619791026	1753	2	188	63	63	1956	1972	4	20	True	13116	ESL One DPC Eastern Europe Season 2 Upper Division	1883502.0	Virtus.pro	8255888.0	Team Unique
200	5971718240	5003864978	48	1619787416	1953	2	141	51	63	1796	1983	12	22	True	13116	ESL One DPC Eastern Europe Season 2 Upper Division	1883502.0	Virtus.pro	8255888.0	Team Unique
201	5971665938	5003821111	48	1619784926	2282	2	154	48	63	1920	1956	23	47	True	13102	MESA Pro Series #3	8399501.0	draingang	8368597.0	iNNO GAMING
202	5971654058	5003805314	48	1619784404	1605	2	109	63	0	2038	1536	31	21	False	13102	MESA Pro Series #3	8263043.0	Latea	8261152.0	Sable Hat
203	5971618951	5003782758	48	1619782753	2130	2	78	0	63	1536	1974	17	32	True	12942	OEDL Fall Invitational	8273403.0	YES CHEF	7855913.0	Nebula
204	5971565058	5003746677	48	1619780226	2188	2	52	0	63	1536	1846	12	28	True	13117	ESL One DPC Eastern Europe Season 2 Lower Division	7422789.0	HellRaisers	8359896.0	B8
205	5971561837	5003728483	48	1619779778	1470	2	166	3	63	1542	1983	9	30	True	13102	MESA Pro Series #3	8399521.0	Sable Hat	8263043.0	Latea
206	5971552051	5003746786	48	1619779242	3467	2	165	63	0	1958	0	32	31	False	13102	MESA Pro Series #3	8368597.0	iNNO GAMING	8399501.0	draingang
207	5971540109	5003730673	48	1619778950	1877	2	111	63	51	2036	1796	29	11	False	12942	OEDL Fall Invitational	7855913.0	Nebula	8273403.0	YES CHEF
208	5971495855	5003693966	48	1619776515	1916	2	155	63	63	1988	1975	13	22	True	13117	ESL One DPC Eastern Europe Season 2 Lower Division	7422789.0	HellRaisers	8359896.0	B8
209	5971487874	5003679297	48	1619775570	1779	2	293	63	51	2038	1796	30	15	False	13102	MESA Pro Series #3	8399521.0	Sable Hat	8169775.0	Lilgun 
210	5971466149	5003663441	48	1619774255	1989	2	11	63	63	2038	1828	41	16	False	12942	OEDL Fall Invitational	8261554.0	Army Geniuses	8261197.0	Motivate.Trust Gaming
211	5971443120	5003642260	48	1619772874	1721	2	135	63	63	452	1983	18	18	True	12929	i-联赛	6209804.0	Royal Never Give Up	8126892.0	Team Magma
212	5971437142	5003645950	48	1619772519	2257	2	182	63	51	1972	390	13	13	False	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	15.0	PSG.LGD	6209166.0	Team Aster
213	5971433778	5003639877	48	1619772315	1763	2	203	3	63	1024	1974	13	26	True	13102	MESA Pro Series #3	8169775.0	Lilgun 	8399521.0	Sable Hat
214	5971421134	5003622470	48	1619771828	1125	2	221	63	63	2046	1975	18	5	False	12942	OEDL Fall Invitational	8261554.0	Army Geniuses	8261197.0	Motivate.Trust Gaming
215	5971388419	5003608047	48	1619769546	2127	2	303	63	1	1924	1536	26	22	False	12929	i-联赛	8126892.0	Team Magma	6209804.0	Royal Never Give Up
216	5971372153	5003600553	48	1619768523	2516	2	95	60	63	304	1830	13	16	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	6209166.0	Team Aster	15.0	PSG.LGD
217	5971367534	5003590094	48	1619768222	1850	2	123	51	63	1796	1846	16	34	True	12942	OEDL Fall Invitational	8261197.0	Motivate.Trust Gaming	5109000.0	ReckoninG Esports
218	5971366922	5003594247	48	1619768183	1934	2	130	48	63	1792	1974	15	28	True	13102	MESA Pro Series #3	8399521.0	Sable Hat	8169775.0	Lilgun 
219	5971307997	5003553456	48	1619764383	2333	2	222	51	63	452	1574	24	36	True	12942	OEDL Fall Invitational	8261197.0	Motivate.Trust Gaming	5109000.0	ReckoninG Esports
220	5971296997	5003540031	48	1619763359	1919	2	164	63	48	1982	1792	21	13	False	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	726228.0	Vici Gaming	5.0	INVICTUS GAMING
221	5971282014	5003531020	48	1619762282	2492	2	138	59	63	388	1828	22	34	True	13102	MESA Pro Series #3	8336220.0	The Infinity Gauntlet	8368597.0	iNNO GAMING
222	5971245049	5003500079	48	1619759678	1740	2	95	63	63	1796	1975	19	30	True	13059	Spring Sunshine Cup	8309640.0	Dream Maker	7356881.0	SHENZHEN
223	5971241473	5003501313	48	1619759293	1948	2	22	63	3	1974	1540	30	10	False	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	5.0	INVICTUS GAMING	726228.0	Vici Gaming
224	5971233771	5003495016	48	1619758719	2164	2	135	63	51	2020	388	37	33	False	13102	MESA Pro Series #3	8368597.0	iNNO GAMING	8336220.0	The Infinity Gauntlet
225	5971206893	5003473437	48	1619756614	1942	2	247	63	63	1924	1983	22	30	True	13059	Spring Sunshine Cup	7356881.0	SHENZHEN	8309640.0	Dream Maker
226	5971185092	5003465551	48	1619754911	2797	2	109	3	60	1536	1824	38	40	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	5.0	INVICTUS GAMING	726228.0	Vici Gaming
227	5971157434	5003442508	48	1619753325	2019	2	79	63	63	1828	1975	15	27	True	13059	Spring Sunshine Cup	8309640.0	Dream Maker	7356881.0	SHENZHEN
228	5971015974	5003324554	48	1619738490	2336	2	414	63	15	1972	1536	26	10	False	13119	DPC Spring 21 Upper Division (NA) presented by BTS	8230918.0	sadboys	8272699.0	Simply TOOBASED
229	5970978999	5003296285	48	1619734542	2197	2	109	63	0	1972	1536	32	9	False	13119	DPC Spring 21 Upper Division (NA) presented by BTS	8230918.0	sadboys	8272699.0	Simply TOOBASED
230	5970937245	5003257921	48	1619730970	1533	2	90	63	3	2046	1540	26	3	False	13119	DPC Spring 21 Upper Division (NA) presented by BTS	8260932.0	Black N Yellow	8260983.0	Undying
231	5970873258	5003214415	48	1619726633	2451	2	213	51	48	390	1408	42	39	True	13119	DPC Spring 21 Upper Division (NA) presented by BTS	8260932.0	Black N Yellow	8260983.0	Undying
232	5970870171	5003209065	48	1619726446	2092	2	51	63	60	1828	800	25	8	False	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	5055770.0	Gorillaz-Pride	8254112.0	Omega Gaming
233	5970812174	5003152442	48	1619723229	1314	2	353	63	15	2046	1588	21	6	False	13119	DPC Spring 21 Upper Division (NA) presented by BTS	8260932.0	Black N Yellow	8260983.0	Undying
234	5970795919	5003154213	48	1619722817	2115	2	100	63	0	2036	1024	29	22	False	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	5055770.0	Gorillaz-Pride	8254112.0	Omega Gaming
235	5970737892	5003097871	48	1619719394	2291	2	341	63	15	1958	38	41	25	False	10458	Mail.ru Esports	8119818.0	"МГТУ ""Станкин"""	6658790.0	AromaRich
236	5970728714	5003090788	48	1619719082	1870	2	339	63	63	1974	1924	30	13	False	13116	ESL One DPC Eastern Europe Season 2 Upper Division	7542148.0	 EXTREMUM	8261648.0	PuckChamp
237	5970658594	5003032582	48	1619715658	2051	2	134	12	63	1536	1983	11	40	True	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	7119077.0	EGOBOYS	8254387.0	Crewmates
238	5970657510	5003032497	48	1619715645	1995	2	166	48	63	1920	1958	27	44	True	10458	Mail.ru Esports	6658790.0	AromaRich	8119818.0	"МГТУ ""Станкин"""
239	5970647443	5003029893	48	1619715492	1991	2	297	56	63	768	1846	9	15	True	13116	ESL One DPC Eastern Europe Season 2 Upper Division	8261648.0	PuckChamp	7542148.0	 EXTREMUM
240	5970553233	5002970244	48	1619712006	2031	2	0	55	63	1796	1847	13	29	True	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	7119077.0	EGOBOYS	8254387.0	Crewmates
241	5970502885	5002958922	48	1619709742	3780	2	97	63	0	1956	0	38	38	False	13117	ESL One DPC Eastern Europe Season 2 Lower Division	8360733.0	Trident Clan	8255842.0	NoTechies
242	5970392677	5002841198	48	1619705943	2043	2	0	63	12	2036	1536	40	19	False	13117	ESL One DPC Eastern Europe Season 2 Lower Division	8255842.0	NoTechies	8360733.0	Trident Clan
243	5970275603	5002759947	48	1619702425	1744	2	60	0	63	1536	1847	11	20	True	13117	ESL One DPC Eastern Europe Season 2 Lower Division	8255842.0	NoTechies	8360733.0	Trident Clan
244	5970211087	5002726825	48	1619699029	3447	2	157	60	15	256	1568	32	46	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	7732977.0	BOOM Esports	8214850.0	T1
245	5970188474	5002673373	48	1619698083	1641	2	184	0	63	1536	2047	4	27	True	13117	ESL One DPC Eastern Europe Season 2 Lower Division	46.0	Team Empire	5014799.0	Nemiga Gaming
246	5970140378	5002635418	48	1619695537	1854	2	117	63	0	2046	0	46	16	False	12942	OEDL Fall Invitational	8273403.0	YES CHEF	8261197.0	Motivate.Trust Gaming
247	5970132104	5002636673	48	1619695116	2278	2	85	63	0	1958	0	53	23	False	13102	MESA Pro Series #3	8398759.0	Not Last Place	8263043.0	Latea
248	5970111896	5002636982	48	1619694146	3358	2	328	63	0	1956	0	23	25	False	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	7732977.0	BOOM Esports	8214850.0	T1
249	5970098770	5002622982	48	1619693647	2950	2	120	63	0	1974	0	27	29	False	13117	ESL One DPC Eastern Europe Season 2 Lower Division	46.0	Team Empire	5014799.0	Nemiga Gaming
250	5970077489	5002591365	48	1619692444	1483	2	169	51	63	1926	1982	7	35	True	12942	OEDL Fall Invitational	8261197.0	Motivate.Trust Gaming	8273403.0	YES CHEF
251	5970064205	5002580899	48	1619691343	2005	2	148	0	63	1536	1983	23	41	True	13102	MESA Pro Series #3	8263043.0	Latea	8398759.0	Not Last Place
252	5970048814	5002565156	48	1619690442	1658	2	0	63	63	2036	1847	21	17	False	12929	i-联赛	8126892.0	Team Magma	726228.0	Vici Gaming
253	5970035618	5002570542	48	1619690455	2092	2	195	51	63	1920	1974	25	33	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	7732977.0	BOOM Esports	8214850.0	T1
254	5970035021	5002562892	48	1619690105	1932	2	373	63	51	2038	1542	27	11	False	13117	ESL One DPC Eastern Europe Season 2 Lower Division	5014799.0	Nemiga Gaming	46.0	Team Empire
255	5970011659	5002528311	48	1619688188	1214	2	71	63	63	2046	1846	22	9	False	12942	OEDL Fall Invitational	7855913.0	Nebula	5109000.0	ReckoninG Esports
256	5970010677	5002531747	48	1619688127	1300	2	0	63	15	2047	1574	31	10	False	13102	MESA Pro Series #3	8238872.0	Team W	8399501.0	draingang
257	5970003211	5002528051	48	1619687660	1587	2	123	51	63	1924	1975	11	31	True	13102	MESA Pro Series #3	8399521.0	Sable Hat	8392523.0	Not Last Place
258	5969989824	5002528268	48	1619686809	2531	2	476	63	51	1958	260	38	22	False	12929	i-联赛	8126892.0	Team Magma	726228.0	Vici Gaming
259	5969960626	5002499466	48	1619685141	1871	2	179	63	15	2038	1540	41	9	False	12942	OEDL Fall Invitational	7855913.0	Nebula	5109000.0	ReckoninG Esports
260	5969956834	5002497820	48	1619684713	2056	2	0	48	63	1792	1983	15	45	True	13102	MESA Pro Series #3	8399501.0	draingang	8238872.0	Team W
261	5969942307	5002491562	48	1619683771	2447	2	0	47	63	4	1975	27	61	True	13102	MESA Pro Series #3	8399521.0	Sable Hat	8398759.0	Not Last Place
262	5969927794	5002491184	48	1619682997	3072	2	126	51	63	260	1828	22	37	True	13059	Spring Sunshine Cup	8300691.0	Infinite War	7356881.0	SHENZHEN
263	5969914523	5002459701	48	1619681919	1546	2	19	51	63	1796	1975	6	33	True	13102	MESA Pro Series #3	8336220.0	The Infinity Gauntlet	8238872.0	Team W
264	5969894322	5002439396	48	1619680529	1737	1	331	63	43	1974	1542	26	15	False	12929	i-联赛	6209804.0	Royal Never Give Up	5.0	INVICTUS GAMING
265	5969892190	5002447400	48	1619680380	2100	2	2	51	63	256	1975	15	20	True	13102	MESA Pro Series #3	8368597.0	iNNO GAMING	8399501.0	draingang
266	5969883939	5002452714	48	1619679802	3096	2	0	51	63	260	1824	0	0	True	12929	i-联赛	6209804.0	Royal Never Give Up	5.0	INVICTUS GAMING
267	5969878150	5002443211	48	1619679533	2409	2	261	50	63	1792	1974	13	37	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8261554.0	Army Geniuses	8335015.0	Team Mystery
268	5969877610	5002446408	48	1619679360	2058	2	63	51	63	454	1974	24	26	True	13102	MESA Pro Series #3	8398759.0	Not Last Place	8399521.0	Sable Hat
269	5969877433	5002442773	48	1619679346	2671	2	206	19	59	1540	1798	16	23	True	13059	Spring Sunshine Cup	7356881.0	SHENZHEN	8300691.0	Infinite War
270	5969863481	5002428075	48	1619678334	2130	2	0	63	35	1974	1540	37	21	False	13102	MESA Pro Series #3	8238872.0	Team W	8336220.0	The Infinity Gauntlet
271	5969850669	5002410366	48	1619677384	1516	2	177	63	51	2046	1542	29	12	False	13102	MESA Pro Series #3	8399501.0	draingang	8368597.0	iNNO GAMING
272	5969843630	5002406614	48	1619676852	1534	2	163	12	63	1568	1846	16	36	True	13102	MESA Pro Series #3	8169775.0	Lilgun 	8392570.0	Latea
273	5969838850	5002405004	48	1619676629	1669	2	311	50	63	1792	1982	11	27	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8261554.0	Army Geniuses	8335015.0	Team Mystery
274	5969831911	5002407066	48	1619675973	2178	2	180	63	48	1828	1792	32	26	False	12929	i-联赛	6209804.0	Royal Never Give Up	5.0	INVICTUS GAMING
275	5969830405	5002406112	48	1619676641	1594	2	0	48	63	1920	1855	10	31	True	13059	Spring Sunshine Cup	8300691.0	Infinite War	7356881.0	SHENZHEN
276	5969787234	5002368748	48	1619672519	2203	2	288	63	0	1974	0	38	21	False	13102	MESA Pro Series #3	8392570.0	Latea	8169775.0	Lilgun 
277	5969786469	5002362731	48	1619672463	1618	2	108	63	3	2038	1542	42	32	False	13059	Spring Sunshine Cup	8254195.0	Demon Slayer	8309640.0	Dream Maker
278	5969784618	5002369446	48	1619672579	2201	2	50	63	63	1988	1828	18	34	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8244493.0	Team SMG	8261114.0	496 Gaming
279	5969754775	5002382202	48	1619669996	1881	2	250	15	63	63	1974	3	11	True	13102	MESA Pro Series #3	8368597.0	iNNO GAMING	8399501.0	draingang
280	5969748739	5002335688	48	1619669518	1681	2	170	48	63	1920	1958	27	38	True	13059	Spring Sunshine Cup	8309640.0	Dream Maker	8254195.0	Demon Slayer
281	5969735446	5002334795	48	1619669007	1962	2	176	51	63	1924	1975	19	29	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8244493.0	Team SMG	8261114.0	496 Gaming
282	5969698021	5002306963	48	1619666307	1913	2	109	51	63	1926	1844	43	50	True	13059	Spring Sunshine Cup	8254195.0	Demon Slayer	8309640.0	Dream Maker
283	5969558236	5002188425	48	1619651723	2323	2	291	63	51	2020	1796	45	20	False	12986	Octaexon League - Season 4	8254387.0	Crewmates	7121518.0	Unknown Team
284	5969551032	5002176221	48	1619650958	1363	2	59	63	7	2046	1542	42	8	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8118197.0	Infinity Esports	7298091.0	NoPing Esports
285	5969518293	5002159725	48	1619647818	2456	2	139	0	63	0	1972	18	33	True	12986	Octaexon League - Season 4	7121518.0	Unknown Team	8254387.0	Crewmates
286	5969514699	5002158852	48	1619647896	2583	2	60	59	0	1926	0	33	28	False	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8343488.0	Ghost Frogs	8261397.0	No Bounty Hunter
287	5969497780	5002150462	48	1619647202	2068	2	137	3	63	4	1844	27	33	True	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	7298091.0	NoPing Esports	8118197.0	Infinity Esports
288	5969457167	5002117725	48	1619643304	2624	2	111	63	3	2036	1542	32	22	False	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8261397.0	No Bounty Hunter	8343488.0	Ghost Frogs
289	5969413473	5002070400	48	1619639975	2313	2	307	63	3	1974	1536	44	17	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8255756.0	SG esports	2672298.0	Infamous Gaming
290	5969407288	5002062308	48	1619640018	1690	2	129	63	15	1974	1575	28	6	False	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8343488.0	Ghost Frogs	8261397.0	No Bounty Hunter
291	5969336599	5002011121	48	1619636423	1599	2	177	15	63	1572	1975	5	22	True	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	2672298.0	Infamous Gaming	8255756.0	SG esports
292	5969325268	5002009033	48	1619635516	2321	2	69	63	0	1972	1536	27	18	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	1838315.0	Team Secret	111474.0	Alliance
293	5969233851	5001944336	48	1619630943	2677	2	186	63	0	1828	1536	30	23	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	111474.0	Alliance	1838315.0	Team Secret
294	5969131707	5001868299	48	1619626847	2271	2	285	61	3	1952	6	20	14	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	1838315.0	Team Secret	111474.0	Alliance
295	5969000707	5001766421	48	1619621748	2463	2	304	16	63	1536	1982	21	39	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8384158.0	Into The Breach	8390848.0	Chicken Fighters
296	5968885569	5001676970	48	1619617780	2319	2	310	48	63	1408	1846	18	36	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8390848.0	Chicken Fighters	8384158.0	Into The Breach
297	5968797268	5001594115	48	1619614568	1507	2	193	63	48	2046	1536	28	10	False	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8390848.0	Chicken Fighters	8384158.0	Into The Breach
298	5968712791	5001530344	48	1619610698	1925	2	142	63	50	1974	1536	33	18	False	12942	OEDL Fall Invitational	8262532.0	Old n’ Bad	5109000.0	ReckoninG Esports
299	5968691587	5001521959	48	1619610014	2075	2	183	63	0	1974	1536	30	21	False	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	8222896.0	Ωmega Esports	8254145.0	Execration
300	5968688184	5001515342	48	1619609548	2173	2	58	63	51	1974	1924	28	17	False	12929	i-联赛	5.0	INVICTUS GAMING	15.0	PSG.LGD
301	5968616834	5001465453	48	1619605660	2613	2	110	63	0	2036	512	36	20	False	12929	i-联赛	5.0	INVICTUS GAMING	15.0	PSG.LGD
302	5968615931	5001479729	48	1619606570	2130	2	374	63	0	2046	1536	37	17	False	12942	OEDL Fall Invitational	8262532.0	Old n’ Bad	5109000.0	ReckoninG Esports
303	5968606721	5001468639	48	1619605273	3184	2	291	59	59	1798	1796	36	37	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	8254145.0	Execration	8222896.0	Ωmega Esports
304	5968553041	5001416811	48	1619601751	2634	2	150	63	0	1974	1536	32	20	False	12929	i-联赛	15.0	PSG.LGD	5.0	INVICTUS GAMING
